"StartDate","EndDate","Status","Duration__in_seconds_","consent","age","gender","Partner_Availabilty1","Partner_Availabilty2","FearBeingSingle1","FearBeingSingle2","FearBeingSingle3","DAuse","RsStatus","SexOrient","Q_TotalDuration","Dummy_Relationship","Dummy_Female","PartnerAvail","FOBS","c_PAmany","RsStatus_inRShip","Gndr_F"
2019-12-07 17:01:34,2019-12-07 17:23:14,0,1300,1,18,2,3,3,1,2,2,1,2,1,1300,1,1,3,1.66666666666667,0.1139,1,1
2019-12-07 18:21:29,2019-12-07 18:44:34,0,1385,1,54,1,5,5,1,1,1,1,2,1,1385,1,0,5,1,2.1139,1,0
2019-12-08 07:06:38,2019-12-08 07:32:50,0,1572,1,59,2,1,1,1,1,1,1,2,1,1572,1,1,1,1,-1.8861,1,1
2019-12-08 17:11:03,2019-12-08 17:28:59,0,1075,1,20,2,2,1,1,1,1,1,2,4,1075,1,1,1.5,1,-1.3861,1,1
2019-12-09 07:16:19,2019-12-09 07:29:58,0,819,1,30,2,2,2,2,2,2,1,2,1,819,1,1,2,2,-0.8861,1,1
2019-12-09 13:10:58,2019-12-10 02:11:08,0,46809,1,18,2,2,3,5,5,4,1,2,1,46809,1,1,2.5,4.66666666666667,-0.3861,1,1
2019-12-10 13:09:51,2019-12-10 14:04:30,0,3278,1,43,2,3,4,1,1,1,1,3,1,3278,NA,1,3.5,1,0.6139,NA,1
2019-12-05 18:39:41,2019-12-05 19:08:11,0,1710,1,30,2,1,1,1,1,1,1,3,4,1710,NA,1,1,1,-1.8861,NA,1
2019-12-07 17:13:30,2019-12-07 17:18:55,0,324,1,28,1,1,1,1,1,1,1,3,4,324,NA,0,1,1,-1.8861,NA,0
2019-12-06 22:01:06,2019-12-06 22:18:40,0,1054,1,63,2,4,4,2,2,2,1,3,1,1054,NA,1,4,2,1.1139,NA,1
2019-12-09 20:44:46,2019-12-09 20:52:31,0,464,1,44,1,2,2,2,2,2,1,3,4,464,NA,0,2,2,-0.8861,NA,0
2019-12-07 22:01:20,2019-12-07 22:10:57,0,577,1,21,2,3,2,4,3,3,2,3,4,577,NA,1,2.5,3.33333333333333,-0.3861,NA,1
2019-12-06 00:43:14,2019-12-06 01:00:25,0,1030,1,20,2,2,3,5,5,5,1,3,1,1030,NA,1,2.5,5,-0.3861,NA,1
2019-12-07 08:14:14,2019-12-07 09:27:20,0,4385,1,64,2,3,3,1,1,1,1,3,1,4385,NA,1,3,1,0.1139,NA,1
2019-12-08 00:06:11,2019-12-08 00:39:16,0,1985,1,31,2,3,3,1,1,1,1,3,4,1985,NA,1,3,1,0.1139,NA,1
2019-12-09 12:15:17,2019-12-09 12:57:28,0,2530,1,25,1,3,3,2,4,4,4,3,1,2530,NA,0,3,3.33333333333333,0.1139,NA,0
2019-12-07 15:12:11,2019-12-07 15:55:02,0,2570,1,25,1,3,3,3,4,3,5,3,2,2570,NA,0,3,3.33333333333333,0.1139,NA,0
2019-12-06 15:37:13,2019-12-06 16:03:19,0,1565,1,44,1,2,2,1,1,1,1,3,4,1565,NA,0,2,1,-0.8861,NA,0
2019-12-08 04:46:22,2019-12-08 05:07:00,0,1238,1,49,1,3,4,3,3,4,4,3,1,1238,NA,0,3.5,3.33333333333333,0.6139,NA,0
2019-12-07 01:31:44,2019-12-07 01:57:57,0,1572,1,64,1,5,4,4,2,2,2,3,1,1572,NA,0,4.5,2.66666666666667,1.6139,NA,0
2019-12-08 08:13:32,2019-12-08 08:38:56,0,1523,1,51,1,2,2,3,3,3,1,3,4,1523,NA,0,2,3,-0.8861,NA,0
2019-12-09 11:35:21,2019-12-09 12:00:02,0,1481,1,28,1,3,2,2,3,3,1,3,1,1481,NA,0,2.5,2.66666666666667,-0.3861,NA,0
2019-12-05 13:36:09,2019-12-05 13:57:20,0,1270,1,44,2,5,1,1,1,1,1,3,1,1270,NA,1,3,1,0.1139,NA,1
